Package,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,Archs,MD5sum,NeedsCompilation,Additional_repositories,Author,Authors@R,Biarch,BugReports,BuildKeepEmpty,BuildManual,BuildResaveData,BuildVignettes,Built,ByteCompile,Classification/ACM,Classification/ACM-2012,Classification/JEL,Classification/MSC,Classification/MSC-2010,Collate,Collate.unix,Collate.windows,Contact,Copyright,Date,Date/Publication,Description,Encoding,KeepSource,Language,LazyData,LazyDataCompression,LazyLoad,MailingList,Maintainer,Note,Packaged,RdMacros,StagedInstall,SysDataCompression,SystemRequirements,Title,Type,URL,UseLTO,VignetteBuilder,ZipData,Path,X-CRAN-Comment,Published,Reverse depends,Reverse imports,Reverse linking to,Reverse suggests,Reverse enhances,Deadline,DOI
ggragged,0.2.0,NA,ggplot2,"grid, gtable, rlang, vctrs",NA,"covr, knitr, nlme, ragg, rmarkdown, roxygen2, testthat (>=
3.0.0), vdiffr",NA,MIT + file LICENSE,NA,NA,NA,NA,d469c9456202bf56e4b0ec90e8a5a736,no,NA,"Mikko Marttila [aut, cre, cph]","
    person(""Mikko"", ""Marttila"", , ""mikkmart@protonmail.com"", role = c(""aut"", ""cre"", ""cph""))",NA,https://github.com/mikmart/ggragged/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"'facet_ragged.R' 'facet_ragged_rows.R' 'facet_ragged_cols.R'
'ggragged-package.R' 'grid.R' 'gtable.R' 'layout.R'",NA,NA,NA,NA,NA,2024-10-09 17:10:02 UTC,"Extend 'ggplot2' facets to panel layouts arranged in a grid
    with ragged edges. facet_ragged_rows() groups panels into rows that
    can vary in length, facet_ragged_cols() does the same but for columns.
    These can be useful, for example, to represent nested or partially
    crossed relationships between faceting variables.",UTF-8,NA,NA,NA,NA,NA,NA,Mikko Marttila <mikkmart@protonmail.com>,NA,2024-10-09 16:56:09 UTC; Mikko,NA,NA,NA,NA,Ragged Grids for 'ggplot2',NA,"https://github.com/mikmart/ggragged,
https://mikmart.github.io/ggragged/",NA,knitr,NA,NA,NA,2024-10-09,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggragged
ggrain,0.0.4,NA,"ggplot2 (>= 3.4.0), R (>= 3.4.0)","grid, gghalves, ggpp (>= 0.5.6), rlang, vctrs (>= 0.5.0), cli",NA,"knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,8e24f1f21eac678fe6b1951e61022701,no,NA,"Nicholas Judd [aut, cre] (<https://orcid.org/0000-0002-0196-9871>),
  Jordy van Langen [aut] (<https://orcid.org/0000-0003-2504-2381>),
  Micah Allen [ctb] (<https://orcid.org/0000-0001-9399-4179>),
  Rogier Kievit [aut] (<https://orcid.org/0000-0003-0700-4568>)","c(
    person(""Nicholas"", ""Judd"", , ""nickkjudd@gmail.com"", role = c(""aut"", ""cre""),
           comment = c(ORCID = ""0000-0002-0196-9871"")),
    person(""Jordy"", ""van Langen"", , ""jordyvanlangen@gmail.com"", role = c(""aut""),
           comment = c(ORCID = ""0000-0003-2504-2381"")),
    person(""Micah"", ""Allen"", , """", role = c(""ctb""),
           comment = c(ORCID = ""0000-0001-9399-4179"")),
    person(""Rogier"", ""Kievit"", , """", role = c(""aut""),
           comment = c(ORCID = ""0000-0003-0700-4568"")))",NA,https://github.com/njudd/ggrain/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-01-23 11:50:02 UTC,The 'geom_rain()' function adds different geoms together using 'ggplot2' to create raincloud plots. ,UTF-8,NA,NA,NA,NA,NA,NA,Nicholas Judd <nickkjudd@gmail.com>,NA,2024-01-23 10:46:27 UTC; njudd,NA,NA,NA,NA,A Rainclouds Geom for 'ggplot2',NA,https://github.com/njudd/ggrain,NA,knitr,NA,NA,NA,2024-01-23,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggrain
ggRandomForests,2.2.1,NA,"R (>= 3.5.0), randomForestSRC (>= 1.5.5), randomForest","survival, parallel, tidyr, ggplot2",NA,"testthat, rmdformats, bookdown, RColorBrewer, MASS, dplyr,
knitr, rmarkdown, plot3D, lintr, datasets",NA,GPL (>= 3),NA,NA,NA,NA,c0f46746669418e8480189467b92b90b,no,NA,John Ehrlinger <john.ehrlinger@gmail.com>,NA,NA,https://github.com/ehrlinger/ggRandomForests/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-31,2022-09-01 09:10:45 UTC,"Graphic elements for exploring Random Forests using the 'randomForest' or
    'randomForestSRC' package for survival, regression and classification forests and
    'ggplot2' package plotting.",UTF-8,NA,en-US,NA,NA,NA,NA,John Ehrlinger <john.ehrlinger@gmail.com>,NA,2022-08-31 19:11:49 UTC; jehrling,NA,NA,NA,NA,Visually Exploring Random Forests,Package,https://github.com/ehrlinger/ggRandomForests,NA,knitr,NA,NA,NA,2022-09-01,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggRandomForests
ggraph,2.2.1,NA,"R (>= 2.10), ggplot2 (>= 3.5.0)","dplyr, ggforce (>= 0.3.1), grid, igraph (>= 1.0.0), scales,
MASS, ggrepel, utils, stats, viridis, rlang, tidygraph,
graphlayouts (>= 1.1.0), withr, cli, vctrs, lifecycle, memoise",cpp11,"network, knitr, rmarkdown, purrr, tibble, seriation, deldir,
gganimate, covr, sf, sfnetworks",NA,MIT + file LICENSE,NA,NA,NA,NA,cacb7920286e8197ea44a31749319981,yes,NA,"Thomas Lin Pedersen [cre, aut]
    (<https://orcid.org/0000-0002-5147-4711>),
  RStudio [cph]","
    c(person(given = ""Thomas Lin"",
             family = ""Pedersen"",
             role = c(""cre"", ""aut""),
             email = ""thomasp85@gmail.com"",
             comment = c(ORCID = ""0000-0002-5147-4711"")),
      person(given = ""RStudio"",
             role = ""cph""))",NA,https://github.com/thomasp85/ggraph/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-03-07 12:40:02 UTC,"The grammar of graphics as implemented in ggplot2 is a poor fit for
    graph and network visualizations due to its reliance on tabular data input.
    ggraph is an extension of the ggplot2 API tailored to graph visualizations
    and provides the same flexible approach to building up plots layer by layer.",UTF-8,NA,NA,TRUE,NA,NA,NA,Thomas Lin Pedersen <thomasp85@gmail.com>,NA,2024-03-07 08:24:28 UTC; thomas,NA,NA,NA,NA,An Implementation of Grammar of Graphics for Graphs and Networks,Package,"https://ggraph.data-imaginist.com,
https://github.com/thomasp85/ggraph",NA,knitr,NA,NA,NA,2024-03-07,"clustree, ggkegg, GOxploreR, miaViz","akc, AnimalSequences, apisensr, arulesViz, bartMan, basket, CausalQueries, CBNplot, CCPlotR, ceRNAnetsim, chemodiv, CIARA, CIMICE, cisp, CiteFuse, CKMRpop, clevRvis, clustringr, corrViz, dce, dsem, dyngen, epiCo, epiregulon.extra, finnsurveytext, fobitools, foodingraph, genBaRcode, genekitr, ggdag, goat, HospitalNetwork, HTT, imcRtools, immunarch, inferCSN, LabApplStat, manynet, MEGENA, miloR, mnda, moranajp, motifr, mulea, multinma, NAIR, netcom, NetFACS, netropy, numbat, pathfindR, pathlinkR, pGRN, phylepic, phylopath, PLEXI, ReactomePA, saotd, scClassify, scholar, scRepertoire, scTreeViz, SiFINeT, snahelper, spacejamr, specr, sSNAPPY, stminsights, tall, tidytof, TOP, TransProR, vissE, vivainsights, whomds, wpa",NA,"amt, atrrr, cito, clustNet, correlation, crosstalkr, cspp, debkeepr, deepdep, drake, ecoCopula, EcoNetGen, economiccomplexity, ecpc, eHDPrep, epicmodel, fairadapt, ggokabeito, ghypernet, goldfish, greed, industRial, isotracer, khroma, malan, MetaNet, multifear, multimedia, netplot, OmnipathR, PaRe, particles, pcutils, plotthis, POMA, purgeR, ReporterScore, rSDI, rsetse, rvinecopulib, see, sfcr, signnet, spreadr, svines, TextMiningGUI, textplot, tgver, tidySEM, visNetwork, widyr",NA,NA,10.32614/CRAN.package.ggraph
ggraptR,1.3,NA,"dplyr (>= 0.7.5), ggplot2 (>= 2.2.0), pacman (>= 0.4.6),
purrr(>= 0.2.4), shiny (>= 0.12.2)",NA,NA,"knitr, markdown",NA,GPL (>= 2),NA,NA,NA,NA,8ff9925fa841f7eedd0b22d350be900a,no,NA,"Eugene Dubossarsky [aut, cph, cre],
  Julius Neggo [ctb] (Lead Developer),
  Howard Song [aut] (Developer),
  Susan Wang [ctb] (Project Manager),
  Jason Widjaja [ctb] (Vignette),
  Jose Magana [ctb] (Package Manager and Developer),
  Sergey Skripko [ctb] (Developer)","
    c(person(""Eugene"", ""Dubossarsky"", role=c(""aut"", ""cph"", ""cre""),
             email=""eugene@presciient.com""),
	     person(""Julius"", ""Neggo"", role=""ctb"", comment=""Lead Developer""),
	     person(""Howard"", ""Song"", role=""aut"", comment=""Developer""),
	     person(""Susan"", ""Wang"", role=""ctb"", comment=""Project Manager""),
	     person(""Jason"", ""Widjaja"", role=""ctb"", comment=""Vignette""),
	     person(""Jose"", ""Magana"", role=""ctb"", comment=""Package Manager and Developer""),
	     person(""Sergey"", ""Skripko"", role=""ctb"", comment=""Developer""))",NA,https://github.com/cargomoose/raptR/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-06-24 05:00:03 UTC,"Intended for both technical and non-technical users to create
    interactive data visualizations through a web browser GUI without writing any
    code.",NA,NA,NA,NA,NA,NA,NA,Eugene Dubossarsky <eugene@presciient.com>,NA,2020-06-24 01:11:17 UTC; juliux,NA,NA,NA,NA,"Allows Interactive Visualization of Data Through a Web Browser
GUI",Package,NA,NA,knitr,NA,NA,NA,2020-06-24,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggraptR
ggrasp,1.2,NA,R(>= 3.1.0),"ggplot2, mixtools, ape, bgmm, colorspace, methods",NA,NA,NA,GPL-2,NA,NA,NA,NA,a4ffca12b051ec20e799c5ffb3f0a124,no,NA,"Thomas Clarke [aut, cre]","person(""Thomas"", ""Clarke"", email = ""tclarke@jcvi.org"", role = c(""aut"", ""cre""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-21 15:30:02 UTC,"Given a group of genomes and their relationship with each other, the package clusters the genomes and selects the most representative members of each cluster. Additional data can be provided to the prioritize certain genomes. The results can be printed out as a list or a new phylogeny with graphs of the trees and distance distributions also available. For detailed introduction see: Thomas H Clarke, Lauren M Brinkac, Granger Sutton, and Derrick E Fouts (2018), GGRaSP: a R-package for selecting representative genomes using Gaussian mixture models, Bioinformatics, bty300, <doi:10.1093/bioinformatics/bty300>.",NA,NA,NA,False,NA,NA,NA,Thomas Clarke <tclarke@jcvi.org>,NA,2022-04-21 15:10:43 UTC; tclarke,NA,NA,NA,NA,"Gaussian-Based Genome Representative Selector with
Prioritization",Package,NA,NA,NA,NA,NA,NA,2022-04-21,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggrasp
ggrastr,1.0.2,NA,R (>= 3.2.2),"ggplot2 (>= 2.1.0), Cairo (>= 1.5.9), ggbeeswarm, grid, png,
ragg",NA,"knitr, maps, rmarkdown, sf",NA,MIT + file LICENSE,NA,NA,NA,NA,c255ae3787f2c84223965f64d0c58e3a,no,NA,"Viktor Petukhov [aut, cph],
  Teun van den Brand [aut],
  Evan Biederstedt [cre, aut]","c(person(""Viktor"", ""Petukhov"", email = ""viktor.s.petukhov@ya.ru"", role = c(""aut"", ""cph"")), person(""Teun"", ""van den Brand"", email = ""t.vd.brand@nki.nl"", role=c(""aut"")), person(""Evan"", ""Biederstedt"", email = ""evan.biederstedt@gmail.com"", role=c(""cre"", ""aut"")))",NA,https://github.com/VPetukhov/ggrastr/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-01 06:10:02 UTC,Rasterize only specific layers of a 'ggplot2' plot while simultaneously keeping all labels and text in vector format. This allows users to keep plots within the reasonable size limit without loosing vector properties of the scale-sensitive information. ,UTF-8,NA,NA,NA,NA,NA,NA,Evan Biederstedt <evan.biederstedt@gmail.com>,NA,2023-06-01 05:31:06 UTC; evanbiederstedt,NA,NA,NA,NA,Rasterize Layers for 'ggplot2',Package,https://github.com/VPetukhov/ggrastr,NA,knitr,NA,NA,NA,2023-06-01,NA,"bulkAnalyseR, ClustAssess, HetSeq, HiContacts, NanoMethViz, Nebulosa, scater, scCustomize, tidyplots",NA,"BindingSiteFinder, conos, dittoSeq, dittoViz, EnhancedVolcano, epiregulon.extra, ggalign, grandR, hahmmr, MOFA2, numbat, RNAseqQC, sccore, SCpubr, Seurat, symphony",NA,NA,10.32614/CRAN.package.ggrastr
ggrcs,0.4.3,NA,R (>= 4.2.0),"rms, ggplot2, scales, cowplot",NA,"knitr, rmarkdown",NA,GPL-3,NA,NA,NA,NA,4fc731e47456f4b1b71a0c2aa72d0bf4,no,NA,"Qiang LIU [aut, cre]","person(""Qiang"", ""LIU"", email = ""dege857@163.com"",
                  role = c(""aut"", ""cre""))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-02-12 12:00:11 UTC,"You can use this function to easily draw a combined histogram and restricted cubic spline. 
    The function draws the graph through 'ggplot2'. RCS fitting requires the use of the rcs() function of the 'rms' package. 
    Can fit cox regression, logistic regression. This method was described by Per Kragh (2003) <doi:10.1002/sim.1497>.",UTF-8,NA,NA,true,NA,NA,NA,Qiang LIU <dege857@163.com>,NA,2025-02-12 01:18:47 UTC; liu,NA,NA,NA,NA,Draw Histograms and Restricted Cubic Splines (RCS),Package,NA,NA,knitr,NA,NA,NA,2025-02-12,NA,NA,NA,NA,NA,NA,10.32614/CRAN.package.ggrcs
ggredist,0.0.2,NA,R (>= 2.10),"grDevices, ggplot2, scales",NA,"sf, geos, redist",NA,MIT + file LICENSE,NA,NA,NA,NA,a2d51014bb48a37b0be6aa3eebb46fd9,no,NA,"Cory McCartan [aut],
  Christopher T. Kenny [aut, cre]
    (<https://orcid.org/0000-0002-9386-6860>)","c(
    person(""Cory"", ""McCartan"", email = ""cmccartan@g.harvard.edu"", role = ""aut""),
    person(""Christopher T."", ""Kenny"", email = ""christopherkenny@fas.harvard.edu"", 
    role = c(""aut"", ""cre""), comment = c(ORCID = ""0000-0002-9386-6860"")))",NA,https://github.com/alarm-redist/ggredist/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-23 11:20:02 UTC,"Provides 'ggplot2' extensions for political map making. Implements
    new geometries for groups of simple feature geometries. Adds palettes and scales 
    for red to blue color mapping and for discrete maps. Implements tools for easy 
    label generation and placement, automatic map coloring, and themes.",UTF-8,NA,NA,true,NA,NA,NA,Christopher T. Kenny <christopherkenny@fas.harvard.edu>,NA,2022-11-23 01:31:33 UTC; chris,NA,NA,NA,NA,"Scales, Geometries, and Extensions of 'ggplot2' for Election
Mapping",NA,"https://github.com/alarm-redist/ggredist,
https://alarm-redist.org/ggredist/",NA,NA,NA,NA,NA,2022-11-23,NA,redistverse,NA,NA,NA,NA,10.32614/CRAN.package.ggredist
ggrepel,0.9.6,NA,"R (>= 3.0.0), ggplot2 (>= 2.2.0)","grid, Rcpp, rlang (>= 0.3.0), scales (>= 0.5.0), withr (>=
2.5.0)",Rcpp,"knitr, rmarkdown, testthat, svglite, vdiffr, gridExtra, ggpp,
patchwork, devtools, prettydoc, ggbeeswarm, dplyr, magrittr,
readr, stringr",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,d84bbecfeb624fe1ec70f11712596b13,yes,NA,"Kamil Slowikowski [aut, cre] (<https://orcid.org/0000-0002-2843-6370>),
  Alicia Schep [ctb] (<https://orcid.org/0000-0002-3915-0618>),
  Sean Hughes [ctb] (<https://orcid.org/0000-0002-9409-9405>),
  Trung Kien Dang [ctb] (<https://orcid.org/0000-0001-7562-6495>),
  Saulius Lukauskas [ctb],
  Jean-Olivier Irisson [ctb] (<https://orcid.org/0000-0003-4920-3880>),
  Zhian N Kamvar [ctb] (<https://orcid.org/0000-0003-1458-7108>),
  Thompson Ryan [ctb] (<https://orcid.org/0000-0002-0450-8181>),
  Dervieux Christophe [ctb] (<https://orcid.org/0000-0003-4474-2498>),
  Yutani Hiroaki [ctb],
  Pierre Gramme [ctb],
  Amir Masoud Abdol [ctb],
  Malcolm Barrett [ctb] (<https://orcid.org/0000-0003-0299-5825>),
  Robrecht Cannoodt [ctb] (<https://orcid.org/0000-0003-3641-729X>),
  Michał Krassowski [ctb] (<https://orcid.org/0000-0002-9638-7785>),
  Michael Chirico [ctb] (<https://orcid.org/0000-0003-0787-087X>),
  Pedro Aphalo [ctb] (<https://orcid.org/0000-0003-3385-972X>),
  Francis Barton [ctb]","c(
    person(""Kamil"", ""Slowikowski"", email = ""kslowikowski@gmail.com"", role = c(""aut"", ""cre""), comment = c(ORCID = ""0000-0002-2843-6370"")),
    person(""Alicia"", ""Schep"", role = ""ctb"", comment = c(ORCID = ""0000-0002-3915-0618"")),
    person(""Sean"", ""Hughes"", role = ""ctb"", comment = c(ORCID = ""0000-0002-9409-9405"")),
    person(""Trung Kien"", ""Dang"", role = ""ctb"", comment = c(ORCID = ""0000-0001-7562-6495"")),
    person(""Saulius"", ""Lukauskas"", role = ""ctb""),
    person(""Jean-Olivier"", ""Irisson"", role = ""ctb"", comment = c(ORCID = ""0000-0003-4920-3880"")),
    person(""Zhian N"", ""Kamvar"", role = ""ctb"", comment = c(ORCID = ""0000-0003-1458-7108"")),
    person(""Thompson"", ""Ryan"", role = ""ctb"", comment = c(ORCID = ""0000-0002-0450-8181"")),
    person(""Dervieux"", ""Christophe"", role = ""ctb"", comment = c(ORCID = ""0000-0003-4474-2498"")),
    person(""Yutani"", ""Hiroaki"", role = ""ctb""),
    person(""Pierre"", ""Gramme"", role = ""ctb""),
    person(""Amir Masoud"", ""Abdol"", role = ""ctb""),
    person(""Malcolm"", ""Barrett"", role = ""ctb"", comment = c(ORCID = ""0000-0003-0299-5825"")),
    person(""Robrecht"", ""Cannoodt"", role = ""ctb"", comment = c(ORCID = ""0000-0003-3641-729X"")),
    person(""Michał"", ""Krassowski"", role = ""ctb"", comment = c(ORCID = ""0000-0002-9638-7785"")),
    person(""Michael"", ""Chirico"", role = ""ctb"", comment = c(ORCID = ""0000-0003-0787-087X"")),
    person(""Pedro"", ""Aphalo"", role = ""ctb"", comment = c(ORCID = ""0000-0003-3385-972X"")),
    person(""Francis"", ""Barton"", role = ""ctb"")
    )",NA,https://github.com/slowkow/ggrepel/issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-07 21:50:02 UTC,"Provides text and label geoms for 'ggplot2' that help to avoid
    overlapping text labels. Labels repel away from each other and away from the
    data points.",UTF-8,NA,NA,NA,NA,NA,NA,Kamil Slowikowski <kslowikowski@gmail.com>,NA,2024-09-07 20:12:01 UTC; ks38,NA,NA,NA,NA,"Automatically Position Non-Overlapping Text Labels with
'ggplot2'",NA,"https://ggrepel.slowkow.com/, https://github.com/slowkow/ggrepel",NA,knitr,NA,NA,NA,2024-09-07,"CAvariants, EnhancedVolcano, FactoClass, func2vis, lmap, metapone, PCAtools, SetMethods","ADAMgui, ADAPT, adproclus, AdverseEvents, affinitymatrix, agriutilities, AgroR, AgroTech, amanida, Anaconda, AneuFinder, APAlyzer, APL, apm, artMS, ATACseqTFEA, auditor, autoGO, autonomics, autostsm, baggr, bandle, BasketballAnalyzeR, bayesammi, bibliometrix, BioNAR, BioNERO, bulkAnalyseR, CA3variants, CAESAR.Suite, CAinterprTools, canadianmaps, caplot, caresid, CATALYST, celda, CellTrails, CEMiTool, CeTF, CGPfunctions, ChemoSpecUtils, ChromSCape, cinaR, CleanUpRNAseq, CLONETv2, ClustAssess, clustrd, clustree, colorrepel, CoNI, conos, conquestr, conserveR, cophescan, CoreMicrobiomeR, correlationfunnel, corrr, COTAN, Coxmos, CRMetrics, CTexploreR, cTRAP, CytoGLMM, CytoMDS, D2MCS, dampack, DEET, DEGRE, DEGreport, densityClust, DEP, DiffBind, diffUTR, dilp, discourseGT, dittoSeq, dittoViz, dmbc, douconca, dreamlet, dtwclust, dualScale, dyngen, easier, eat, EIX, ELMER, enrichplot, EntropicStatistics, epimutacions, epiomics, EpiTest, EstimateBreed, EvoPhylo, extraChIPs, factoextra, FactoMineR, Factoshiny, fastTopics, ferrn, fgeo.plot, FindIT2, flightplot, flowGraph, FRASER, FunnelPlotR, GABB, GDAtools, geneNR, GeneTonic, geofacet, geosimilarity, germinationmetrics, gfer, gg4way, ggbrain, ggdag, ggdemetra, ggfacto, ggFishPlots, gghalfnorm, gghighlight, ggmanh, ggmosaic, ggnetwork, ggpie, ggpubr, ggquickeda, ggraph, ggScatRidges, ggseqplot, ggspavis, ggspectra, ggstatsplot, ggtangle, ggvolcano, giniCI, GladiaTOX, gMOIP, GOCompare, gosset, GPA, graphPAF, GseaVis, GUniFrac, gwaRs, gwasforest, gWQS, healthyR.ai, hermes, HetSeq, hidecan, HIPPO, HLMdiag, Holomics, HYPEtools, iCellR, icertool, ideal, idm, immunarch, influenceAUC, interca, inTextSummaryTable, iNZightRegression, ISAnalytics, iSEE, isobxr, iwaqr, jmv, jointVIP, jrSiCKLSNMF, jsmodule, keyATM, kindisperse, klovan, knowYourCG, konfound, LDABiplots, limpca, LipidomicsR, locuszoomr, LRcell, LSX, MACSQuantifyR, MAGeCKFlute, manhplot, MassWateR, matuR, MBAnalysis, MCAvariants, MEGENA, MesKit, metaGE, MetAlyzer, metan, MetaNet, MetaPhOR, metaprotr, mFD, mglasso, miaViz, MicrobiomeStat, MicrobiotaProcess, miloR, mixOmics, mixpoissonreg, mizer, mobileRNA, MOFA2, morepls, mosdef, MSEtool, MSstats, MSstatsPTM, MSstatsShiny, MultiDataSet, MultiGroupO, MultiRNAflow, MultiTraits, multiWGCNA, MuPETFlow, musicatk, NACHO, necountries, NetworkChange, NetworkInference, NeuralSens, nzilbb.vowels, o2plsda, ODMeans, OlinkAnalyze, omicRexposome, oncomix, OncoSimulR, ordr, orthos, otargen, OUTRIDER, overviewR, OVtool, PAC, pacta.loanbook, pacta.multi.loanbook, palaeoSig, pathlinkR, PathwaySpace, patterncausality, pcaExplorer, PCBS, pctax, phenomis, plinkQC, plotthis, politeness, POMA, pooling, progeny, projectR, promor, ProteoMM, protti, psichomics, PsychWordVec, PvSTATEM, qtl2ggplot, quanteda.textplots, r2dii.plot, R4GoodPersonalFinances, r4lineups, radiant.model, radiant.multivariate, RamanMP, randomForestExplainer, rbiom, RCPA, regioneReloaded, ReporterScore, rexposome, RGCCA, ribosomeProfilingQC, rifiComparative, rnaCrosslinkOO, RNAseqQC, rnmamod, rosetta, rpcss, rrvgo, RSDA, rSRD, scater, sccomp, sccore, scCustomize, scDataviz, scp, scRNAseqApp, scrutiny, semfindr, semhelpinghands, semlbci, sensitivityCalibration, SensoMineR, SerolyzeR, Seurat, shapviz, shoredate, ShortForm, singleCellTK, SingleMoleculeFootprinting, singscore, sistmr, sitePath, skewlmm, snplinkage, sNPLS, soc.ca, SpaCCI, SPARRAfairness, SparseBiplots, SpatialCPie, spatialDE, Spectran, spotoroo, StabilizedRegression, statgenSTA, statVisual, StepReg, stminsights, SubCellBarCode, subscreen, success, suddengains, SurfR, swfscMisc, synergyfinder, systemPipeTools, teal.modules.clinical, teal.modules.general, tetraclasse, text, tidyestimate, tidyplots, tidywater, timeOmics, tmod, tomoda, TOP, topr, triptych, ufs, Ularcirc, UnalR, unhcrthemes, vannstats, vidger, visae, vissE, vistime, visualpred, visvow, vivainsights, wilson, wordmap, WormTensor, wpa, Xplortext",NA,"AlleleShift, AlpsNMR, AntibodyForests, AquaBEHER, aum, baseballr, biplotEZ, bmstdr, brainGraph, card, CelliD, Census2016, circumplex, clustifyr, ClustIRR, ConsensusOPLS, coveffectsplot, covid19br, csalert, csmaps, cubble, DALEXtra, dartR, dartR.base, DataVisualizations, decoupleR, deeptime, DepInfeR, DEqMS, easybio, ecocomDP, epiregulon.extra, ergm.multi, esetVis, ezplot, fairmodels, fastRhockey, feasts, FlowSOM, fobitools, forrel, FossilSim, GauPro, gemma.R, genekitr, geofi, ggalluvial, ggautomap, ggDoE, ggeffects, ggfocus, ggfortify, gggenomes, ggiraph, ggmapinset, ggpmisc, ggpointless, ggpp, ggspark, ggspatial, ggwordcloud, grandR, Guerry, harmony, hoopR, httk, ibawds, IgGeneUsage, kidsides, lcars, limonaid, lipidr, logitr, LorMe, marginaleffects, MARVEL, mastR, microeco, MIRit, mosaic, multimedia, mvMAPIT, NHSRdatasets, numbat, nuts, oddsapiR, opticskxi, padma, parsnip, pcutils, pixarfilms, pkgndep, plasmut, Platypus, precisely, ProFAST, profiplots, projpred, psycModel, r4ds.tutorials, rempsyc, repoRter.nih, ribd, rioplot, rliger, rmacrostrat, rnaturalearth, robustmatrix, rTPC, rtrek, rxode2, schex, SCpubr, see, sesame, sigminer, Signac, signs, sjPlot, sotkanet, spinifex, SPONGE, standR, starvz, streamDAG, symphony, talkr, TCGAbiolinks, TextMiningGUI, textplot, TFEA.ChIP, threesixtygiving, tidybayes, tidybulk, tidygeocoder, tidytof, topicmodels.etm, ubiquity, UCSCXenaShiny, usmap, wehoop, wrappedtools, ZIprop",NA,NA,10.32614/CRAN.package.ggrepel
